year,cause,cause.code,state,deaths,population,crude.rate,crude.rate.lower.95.ci,crude.rate.upper.95.ci,percent.total.deaths
2000,Assault by other and unspecified firearm discharge,X95,Pennsylvania,420,12019145,3.49442,3.16022,3.82863,0.08055%
2000,Assault by other and unspecified firearm discharge,X95,Rhode Island,27,1013939,2.66288,1.75487,3.87436,0.00518%
2000,Assault by other and unspecified firearm discharge,X95,South Carolina,146,3954744,3.69177,3.09292,4.29061,0.02800%
2000,Assault by other and unspecified firearm discharge,X95,Tennessee,294,5607483,5.24299,4.64367,5.84232,0.05639%
2000,Assault by other and unspecified firearm discharge,X95,Texas,682,20065237,3.39891,3.14382,3.65401,0.13080%
2000,Assault by other and unspecified firearm discharge,X95,Virginia,147,6763125,2.17355,1.82218,2.52492,0.02819%
2000,Assault by other and unspecified firearm discharge,X95,Washington,57,5396934,1.05616,0.79992,1.36838,0.01093%
2000,Assault by other and unspecified firearm discharge,X95,West Virginia,43,1793798,2.39715,1.73482,3.22893,0.00825%
2000,Assault by other and unspecified firearm discharge,X95,Wisconsin,19,5213230,NaN,0.21943,0.56914,0.00364%
2000,"Other and unspecified firearm discharge, undetermined intent",Y24,Arizona,11,4737531,NaN,0.11591,0.41545,0.00211%
2000,"Other and unspecified firearm discharge, undetermined intent",Y24,Georgia,18,7967270,NaN,0.1339,0.35706,0.00345%
2000,"Other and unspecified firearm discharge, undetermined intent",Y24,Texas,10,20065237,NaN,0.0239,0.09165,0.00192%
2000,Legal intervention involving firearm discharge,Y35.0,California,58,29265926,0.19818,0.15049,0.2562,0.01112%
2000,Legal intervention involving firearm discharge,Y35.0,Florida,15,15600568,NaN,0.05381,0.15859,0.00288%
2000,Legal intervention involving firearm discharge,Y35.0,Maryland,13,5047198,NaN,0.13715,0.44045,0.00249%
2000,Legal intervention involving firearm discharge,Y35.0,Michigan,14,9668768,NaN,0.07916,0.24294,0.00269%
2000,Legal intervention involving firearm discharge,Y35.0,New York,12,17698125,NaN,0.03503,0.11844,0.00230%
2000,Legal intervention involving firearm discharge,Y35.0,Pennsylvania,12,12019145,NaN,0.05159,0.1744,0.00230%
2000,Legal intervention involving firearm discharge,Y35.0,Texas,23,20065237,0.11463,0.07266,0.172,0.00441%
2001,Handgun discharge,W32,California,15,29646013,NaN,0.02832,0.08345,0.00288%
2001,"Rifle, shotgun and larger firearm discharge",W33,California,10,29646013,NaN,0.01618,0.06203,0.00192%
2001,"Rifle, shotgun and larger firearm discharge",W33,Texas,10,20473676,NaN,0.02342,0.08982,0.00192%
2001,Discharge from other and unspecified firearms,W34,Alabama,37,4403107,0.84032,0.59166,1.15827,0.00710%
2001,Discharge from other and unspecified firearms,W34,Arizona,11,4863500,NaN,0.11291,0.40469,0.00211%
2001,Discharge from other and unspecified firearms,W34,Arkansas,10,2644585,NaN,0.18133,0.6954,0.00192%
2001,Discharge from other and unspecified firearms,W34,California,67,29646013,0.226,0.17515,0.28701,0.01285%
2001,Discharge from other and unspecified firearms,W34,Florida,11,15946069,NaN,0.03444,0.12343,0.00211%
2001,Discharge from other and unspecified firearms,W34,Georgia,21,8136630,0.25809,0.15976,0.39452,0.00403%
2001,Discharge from other and unspecified firearms,W34,Illinois,13,11955748,NaN,0.0579,0.18594,0.00249%
2001,Discharge from other and unspecified firearms,W34,Indiana,19,6034202,NaN,0.18957,0.49171,0.00364%
2001,Discharge from other and unspecified firearms,W34,Kentucky,36,4021527,0.89518,0.62698,1.23931,0.00690%
2001,Discharge from other and unspecified firearms,W34,Louisiana,17,4386385,NaN,0.22577,0.62053,0.00326%
2001,Discharge from other and unspecified firearms,W34,Michigan,10,9707662,NaN,0.0494,0.18944,0.00192%
2001,Discharge from other and unspecified firearms,W34,Mississippi,13,2818211,NaN,0.24562,0.78881,0.00249%
2001,Discharge from other and unspecified firearms,W34,New York,13,17739058,NaN,0.03902,0.12532,0.00249%
2001,Discharge from other and unspecified firearms,W34,North Carolina,31,7956575,0.38961,0.26472,0.55303,0.00595%
2001,Discharge from other and unspecified firearms,W34,Ohio,12,11197516,NaN,0.05537,0.1872,0.00230%
2001,Discharge from other and unspecified firearms,W34,Pennsylvania,21,12019241,0.17472,0.10816,0.26708,0.00403%
2001,Discharge from other and unspecified firearms,W34,South Carolina,12,4004227,NaN,0.15485,0.52349,0.00230%
2001,Discharge from other and unspecified firearms,W34,Tennessee,40,5663812,0.70624,0.50454,0.9617,0.00767%
2001,Discharge from other and unspecified firearms,W34,Texas,41,20473676,0.20026,0.14371,0.27167,0.00786%
2001,Intentional self-harm by handgun discharge,X72,Alabama,65,4403107,1.47623,1.13933,1.88157,0.01247%
2001,Intentional self-harm by handgun discharge,X72,Arizona,57,4863500,1.172,0.88766,1.51846,0.01093%
2001,Intentional self-harm by handgun discharge,X72,Arkansas,15,2644585,NaN,0.31745,0.93551,0.00288%
2001,Intentional self-harm by handgun discharge,X72,California,749,29646013,2.52648,2.34554,2.70742,0.14365%
2001,Intentional self-harm by handgun discharge,X72,Colorado,88,4242509,2.07424,1.66361,2.55553,0.01688%
2001,Intentional self-harm by handgun discharge,X72,Florida,209,15946069,1.31067,1.13297,1.48836,0.04009%
2001,Intentional self-harm by handgun discharge,X72,Georgia,72,8136630,0.88489,0.69237,1.11437,0.01381%
2001,Intentional self-harm by handgun discharge,X72,Idaho,51,1282257,3.97736,2.96142,5.22951,0.00978%
2001,Intentional self-harm by handgun discharge,X72,Illinois,85,11955748,0.71096,0.56788,0.87911,0.01630%
2001,Intentional self-harm by handgun discharge,X72,Indiana,38,6034202,0.62974,0.44564,0.86437,0.00729%
2001,Intentional self-harm by handgun discharge,X72,Iowa,59,2879021,2.04931,1.56004,2.64346,0.01132%
2001,Intentional self-harm by handgun discharge,X72,Kansas,13,2614426,NaN,0.26476,0.8503,0.00249%
2001,Intentional self-harm by handgun discharge,X72,Kentucky,39,4021527,0.96978,0.68961,1.32572,0.00748%
2001,Intentional self-harm by handgun discharge,X72,Maine,36,1266341,2.84284,1.99109,3.93568,0.00690%
2001,Intentional self-harm by handgun discharge,X72,Michigan,20,9707662,0.20602,0.12584,0.31819,0.00384%
2001,Intentional self-harm by handgun discharge,X72,Minnesota,22,4753637,0.4628,0.29003,0.70069,0.00422%
2001,Intentional self-harm by handgun discharge,X72,Mississippi,81,2818211,2.87416,2.28249,3.57233,0.01554%
2001,Intentional self-harm by handgun discharge,X72,Missouri,195,5531606,3.5252,3.03041,4.01999,0.03740%
2001,Intentional self-harm by handgun discharge,X72,Montana,32,839951,3.80975,2.60587,5.37822,0.00614%
2001,Intentional self-harm by handgun discharge,X72,Nevada,64,1939006,3.30066,2.5419,4.21488,0.01227%
2001,Intentional self-harm by handgun discharge,X72,New Jersey,16,7909391,NaN,0.11563,0.32851,0.00307%
2001,Intentional self-harm by handgun discharge,X72,New Mexico,99,1616513,6.12429,4.97752,7.45608,0.01899%
2001,Intentional self-harm by handgun discharge,X72,New York,10,17739058,NaN,0.02703,0.10367,0.00192%
2001,Intentional self-harm by handgun discharge,X72,North Carolina,17,7956575,NaN,0.12447,0.34209,0.00326%
2001,Intentional self-harm by handgun discharge,X72,North Dakota,12,601185,NaN,1.03138,3.48671,0.00230%
2001,Intentional self-harm by handgun discharge,X72,Ohio,70,11197516,0.62514,0.48733,0.78983,0.01343%
2001,Intentional self-harm by handgun discharge,X72,Oregon,173,3278798,5.27632,4.49007,6.06258,0.03318%
2001,Intentional self-harm by handgun discharge,X72,Pennsylvania,43,12019241,0.35776,0.25891,0.4819,0.00825%
2001,Intentional self-harm by handgun discharge,X72,South Carolina,39,4004227,0.97397,0.69259,1.33145,0.00748%
2001,Intentional self-harm by handgun discharge,X72,South Dakota,20,686273,2.91429,1.78014,4.50089,0.00384%
2001,Intentional self-harm by handgun discharge,X72,Tennessee,43,5663812,0.75921,0.54944,1.02264,0.00825%
2001,Intentional self-harm by handgun discharge,X72,Texas,132,20473676,0.64473,0.53474,0.75472,0.02532%
2001,Intentional self-harm by handgun discharge,X72,Utah,90,2186063,4.11699,3.31055,5.06048,0.01726%
2001,Intentional self-harm by handgun discharge,X72,Virginia,164,6857318,2.39161,2.02557,2.75764,0.03145%
2001,Intentional self-harm by handgun discharge,X72,Washington,238,5462121,4.35728,3.8037,4.91087,0.04565%
2001,Intentional self-harm by handgun discharge,X72,West Virginia,29,1786649,1.62315,1.08706,2.33112,0.00556%
2001,Intentional self-harm by handgun discharge,X72,Wisconsin,147,5249662,2.80018,2.34751,3.25285,0.02819%
2001,Intentional self-harm by handgun discharge,X72,Wyoming,11,478279,NaN,1.14812,4.11519,0.00211%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Alabama,54,4403107,1.22641,0.92131,1.60019,0.01036%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Arizona,36,4863500,0.74021,0.51843,1.02476,0.00690%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Arkansas,27,2644585,1.02095,0.67282,1.48544,0.00518%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,California,250,29646013,0.84328,0.73875,0.94782,0.04795%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Colorado,72,4242509,1.69711,1.32789,2.13722,0.01381%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Connecticut,23,3320668,0.69263,0.43907,1.03929,0.00441%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Delaware,11,772648,NaN,0.7107,2.54735,0.00211%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Florida,147,15946069,0.92186,0.77283,1.07088,0.02819%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Georgia,53,8136630,0.65138,0.48793,0.85201,0.01017%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Idaho,29,1282257,2.26164,1.51466,3.2481,0.00556%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Illinois,61,11955748,0.51021,0.39027,0.65539,0.01170%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Indiana,41,6034202,0.67946,0.48759,0.92176,0.00786%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Iowa,64,2879021,2.22298,1.71196,2.8387,0.01227%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Kansas,25,2614426,0.95623,0.61883,1.41159,0.00479%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Kentucky,34,4021527,0.84545,0.5855,1.18143,0.00652%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Louisiana,30,4386385,0.68393,0.46145,0.97636,0.00575%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Maine,29,1266341,2.29006,1.5337,3.28892,0.00556%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Maryland,39,5108373,0.76345,0.54289,1.04366,0.00748%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Massachusetts,28,6096625,0.45927,0.30518,0.66377,0.00537%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Michigan,103,9707662,1.06102,0.85611,1.26593,0.01975%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Minnesota,43,4753637,0.90457,0.65464,1.21845,0.00825%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Mississippi,52,2818211,1.84514,1.37804,2.41966,0.00997%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Missouri,152,5531606,2.74785,2.311,3.18469,0.02915%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Montana,17,839951,NaN,1.17902,3.24051,0.00326%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Nebraska,16,1675603,NaN,0.5458,1.55067,0.00307%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Nevada,17,1939006,NaN,0.51073,1.40375,0.00326%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New Hampshire,18,1231611,NaN,0.86617,2.3098,0.00345%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New Jersey,35,7909391,0.44251,0.30823,0.61543,0.00671%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New Mexico,43,1616513,2.66005,1.92508,3.58306,0.00825%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New York,100,17739058,0.56373,0.45324,0.67422,0.01918%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,North Carolina,59,7956575,0.74153,0.56449,0.95652,0.01132%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,North Dakota,21,601185,3.4931,2.1623,5.33959,0.00403%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Ohio,81,11197516,0.72337,0.57446,0.89909,0.01554%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Oklahoma,34,3090689,1.10008,0.76184,1.53725,0.00652%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Oregon,75,3278798,2.28742,1.7992,2.86731,0.01438%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Pennsylvania,59,12019241,0.49088,0.37368,0.6332,0.01132%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,South Carolina,43,4004227,1.07387,0.77716,1.44649,0.00825%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,South Dakota,20,686273,2.91429,1.78014,4.50089,0.00384%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Tennessee,59,5663812,1.0417,0.793,1.34372,0.01132%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Texas,235,20473676,1.14782,1.00106,1.29457,0.04507%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Utah,53,2186063,2.42445,1.81608,3.17123,0.01017%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Virginia,74,6857318,1.07914,0.84736,1.35476,0.01419%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Washington,89,5462121,1.6294,1.30854,2.00513,0.01707%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,West Virginia,30,1786649,1.67912,1.1329,2.39705,0.00575%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Wisconsin,152,5249662,2.89542,2.43512,3.35573,0.02915%
2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Wyoming,10,478279,NaN,1.00264,3.84512,0.00192%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Alabama,267,4403107,6.0639,5.33653,6.79126,0.05121%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Alaska,45,491165,9.16189,6.68277,12.25934,0.00863%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Arizona,354,4863500,7.27871,6.52047,8.03695,0.06790%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Arkansas,230,2644585,8.69702,7.57303,9.82101,0.04411%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,California,385,29646013,1.29866,1.16893,1.42838,0.07384%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Colorado,227,4242509,5.35061,4.65455,6.04667,0.04354%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Connecticut,90,3320668,2.7103,2.1794,3.33142,0.01726%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Delaware,41,772648,5.30643,3.808,7.19875,0.00786%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,District of Columbia,19,554220,NaN,2.06404,5.35361,0.00364%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Florida,836,15946069,5.24267,4.88728,5.59806,0.16034%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Georgia,494,8136630,6.07131,5.53591,6.60671,0.09475%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Hawaii,11,398068,NaN,1.37946,4.9444,0.00211%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Idaho,51,1282257,3.97736,2.96142,5.22951,0.00978%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Illinois,353,11955748,2.95255,2.64454,3.26057,0.06770%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Indiana,331,6034202,5.4854,4.89445,6.07635,0.06348%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Iowa,34,2879021,1.18096,0.81785,1.65027,0.00652%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Kansas,120,2614426,4.58992,3.76868,5.41116,0.02302%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Kentucky,258,4021527,6.41547,5.63263,7.19832,0.04948%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Louisiana,313,4386385,7.13572,6.34518,7.92625,0.06003%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Maine,19,1266341,NaN,0.90334,2.34303,0.00364%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Maryland,173,5108373,3.3866,2.88194,3.89125,0.03318%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Massachusetts,74,6096625,1.21379,0.95309,1.5238,0.01419%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Michigan,416,9707662,4.28527,3.87347,4.69708,0.07979%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Minnesota,167,4753637,3.5131,2.98027,4.04593,0.03203%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Mississippi,105,2818211,3.72577,3.01312,4.43842,0.02014%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Missouri,79,5531606,1.42816,1.13069,1.77991,0.01515%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Montana,78,839951,9.28626,7.34041,11.58971,0.01496%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Nebraska,87,1675603,5.19216,4.15871,6.40453,0.01669%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Nevada,123,1939006,6.34346,5.22239,7.46452,0.02359%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,New Hampshire,53,1231611,4.30331,3.22348,5.62881,0.01017%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,New Jersey,116,7909391,1.46661,1.19972,1.73351,0.02225%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,New Mexico,30,1616513,1.85585,1.25214,2.64933,0.00575%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,New York,340,17739058,1.91667,1.71294,2.12041,0.06521%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,North Carolina,549,7956575,6.89995,6.32277,7.47714,0.10530%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Ohio,518,11197516,4.62603,4.22764,5.02441,0.09935%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Oklahoma,274,3090689,8.86534,7.81561,9.91506,0.05255%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Oregon,25,3278798,0.76247,0.49344,1.12556,0.00479%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Pennsylvania,578,12019241,4.80896,4.4169,5.20101,0.11086%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Rhode Island,17,1021048,NaN,0.9699,2.66576,0.00326%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,South Carolina,226,4004227,5.64404,4.90818,6.37989,0.04335%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Tennessee,376,5663812,6.63864,5.96761,7.30967,0.07212%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Texas,992,20473676,4.84525,4.54373,5.14677,0.19026%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Utah,37,2186063,1.69254,1.1917,2.33295,0.00710%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Vermont,25,602973,4.14612,2.68316,6.12051,0.00479%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Virginia,223,6857318,3.252,2.82517,3.67883,0.04277%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Washington,47,5462121,0.86047,0.63224,1.14425,0.00901%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,West Virginia,136,1786649,7.61202,6.33267,8.89136,0.02608%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Wisconsin,15,5249662,NaN,0.15992,0.47127,0.00288%
2001,Intentional self-harm by other and unspecified firearm discharge,X74,Wyoming,39,478279,8.15424,5.79848,11.14709,0.00748%
2001,Assault by handgun discharge,X93,Alabama,32,4403107,0.72676,0.4971,1.02597,0.00614%
2001,Assault by handgun discharge,X93,Arkansas,15,2644585,NaN,0.31745,0.93551,0.00288%
2001,Assault by handgun discharge,X93,California,276,29646013,0.93099,0.82115,1.04082,0.05294%
2001,Assault by handgun discharge,X93,Florida,30,15946069,0.18813,0.12693,0.26857,0.00575%
2001,Assault by handgun discharge,X93,Georgia,35,8136630,0.43015,0.29962,0.59824,0.00671%
2001,Assault by handgun discharge,X93,Illinois,28,11955748,0.2342,0.15562,0.33848,0.00537%
2001,Assault by handgun discharge,X93,Kentucky,15,4021527,NaN,0.20876,0.6152,0.00288%
2001,Assault by handgun discharge,X93,Mississippi,57,2818211,2.02256,1.53187,2.62047,0.01093%
2001,Assault by handgun discharge,X93,Missouri,64,5531606,1.15699,0.89102,1.47745,0.01227%
2001,Assault by handgun discharge,X93,Nevada,22,1939006,1.1346,0.71104,1.7178,0.00422%
2001,Assault by handgun discharge,X93,New Mexico,23,1616513,1.42282,0.90194,2.13492,0.00441%
2001,Assault by handgun discharge,X93,Ohio,22,11197516,0.19647,0.12313,0.29746,0.00422%
2001,Assault by handgun discharge,X93,Oregon,19,3278798,NaN,0.34889,0.90493,0.00364%
2001,Assault by handgun discharge,X93,Tennessee,16,5663812,NaN,0.16147,0.45876,0.00307%
2001,Assault by handgun discharge,X93,Texas,24,20473676,0.11722,0.07511,0.17442,0.00460%
2001,Assault by handgun discharge,X93,Virginia,109,6857318,1.58954,1.29113,1.88795,0.02091%
2001,Assault by handgun discharge,X93,Washington,12,5462121,NaN,0.11352,0.38376,0.00230%
2001,Assault by handgun discharge,X93,Wisconsin,97,5249662,1.84774,1.49839,2.25409,0.01860%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Alabama,34,4403107,0.77218,0.53476,1.07905,0.00652%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Arkansas,15,2644585,NaN,0.31745,0.93551,0.00288%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,California,65,29646013,0.21925,0.16922,0.27946,0.01247%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Colorado,13,4242509,NaN,0.16316,0.52399,0.00249%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Florida,31,15946069,0.19441,0.13209,0.27594,0.00595%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Georgia,20,8136630,0.2458,0.15014,0.37962,0.00384%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Illinois,24,11955748,0.20074,0.12862,0.29869,0.00460%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Indiana,23,6034202,0.38116,0.24162,0.57193,0.00441%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Kentucky,19,4021527,NaN,0.28445,0.7378,0.00364%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Louisiana,13,4386385,NaN,0.15781,0.5068,0.00249%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Maryland,23,5108373,0.45024,0.28541,0.67558,0.00441%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Michigan,32,9707662,0.32964,0.22547,0.46535,0.00614%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Mississippi,33,2818211,1.17096,0.80603,1.64445,0.00633%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Missouri,35,5531606,0.63273,0.44072,0.87997,0.00671%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,New Mexico,11,1616513,NaN,0.33969,1.21756,0.00211%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,New York,26,17739058,0.14657,0.09574,0.21476,0.00499%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,North Carolina,34,7956575,0.42732,0.29593,0.59714,0.00652%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Ohio,17,11197516,NaN,0.08844,0.24308,0.00326%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Oklahoma,18,3090689,NaN,0.34516,0.92043,0.00345%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Pennsylvania,13,12019241,NaN,0.05759,0.18496,0.00249%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,South Carolina,24,4004227,0.59937,0.38403,0.89181,0.00460%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Tennessee,23,5663812,0.40609,0.25742,0.60933,0.00441%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Texas,69,20473676,0.33702,0.26222,0.42652,0.01323%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Virginia,21,6857318,0.30624,0.18957,0.46812,0.00403%
2001,"Assault by rifle, shotgun and larger firearm discharge",X94,Wisconsin,20,5249662,0.38098,0.23271,0.58839,0.00384%
2001,Assault by other and unspecified firearm discharge,X95,Alabama,236,4403107,5.35985,4.67601,6.04369,0.04526%
2001,Assault by other and unspecified firearm discharge,X95,Alaska,10,491165,NaN,0.97633,3.74424,0.00192%
2001,Assault by other and unspecified firearm discharge,X95,Arizona,303,4863500,6.23008,5.52858,6.93158,0.05811%
2001,Assault by other and unspecified firearm discharge,X95,Arkansas,80,2644585,3.02505,2.39868,3.76495,0.01534%
2001,Assault by other and unspecified firearm discharge,X95,California,1162,29646013,3.91958,3.69421,4.14495,0.22287%
2001,Assault by other and unspecified firearm discharge,X95,Colorado,75,4242509,1.76782,1.3905,2.21598,0.01438%
2001,Assault by other and unspecified firearm discharge,X95,Connecticut,70,3320668,2.10801,1.6433,2.66334,0.01343%
2001,Assault by other and unspecified firearm discharge,X95,Delaware,18,772648,NaN,1.38069,3.68185,0.00345%
2001,Assault by other and unspecified firearm discharge,X95,District of Columbia,136,554220,24.53899,20.41476,28.66323,0.02608%
2001,Assault by other and unspecified firearm discharge,X95,Florida,509,15946069,3.19201,2.9147,3.46932,0.09762%
2001,Assault by other and unspecified firearm discharge,X95,Georgia,392,8136630,4.81772,4.34079,5.29465,0.07518%
2001,Assault by other and unspecified firearm discharge,X95,Idaho,14,1282257,NaN,0.59691,1.8319,0.00269%
2001,Assault by other and unspecified firearm discharge,X95,Illinois,694,11955748,5.80474,5.37286,6.23662,0.13311%
2001,Assault by other and unspecified firearm discharge,X95,Indiana,261,6034202,4.32534,3.80059,4.8501,0.05006%
2001,Assault by other and unspecified firearm discharge,X95,Kansas,79,2614426,3.0217,2.39231,3.76594,0.01515%
2001,Assault by other and unspecified firearm discharge,X95,Kentucky,104,4021527,2.58608,2.08905,3.08311,0.01995%
2001,Assault by other and unspecified firearm discharge,X95,Louisiana,383,4386385,8.73156,7.85709,9.60604,0.07346%
2001,Assault by other and unspecified firearm discharge,X95,Maryland,338,5108373,6.61659,5.91119,7.32198,0.06483%
2001,Assault by other and unspecified firearm discharge,X95,Massachusetts,69,6096625,1.13177,0.88059,1.43233,0.01323%
2001,Assault by other and unspecified firearm discharge,X95,Michigan,457,9707662,4.70762,4.276,5.13924,0.08765%
2001,Assault by other and unspecified firearm discharge,X95,Minnesota,55,4753637,1.15701,0.87162,1.50601,0.01055%
2001,Assault by other and unspecified firearm discharge,X95,Mississippi,130,2818211,4.61286,3.81989,5.40582,0.02493%
2001,Assault by other and unspecified firearm discharge,X95,Missouri,174,5531606,3.14556,2.67817,3.61295,0.03337%
