year,race,race.code,cause.of.death,cause.of.death.code,state,state.code,deaths,population,crude.rate,crude.rate.lower.95.ci,crude.rate.upper.95.ci,percent.total.deaths
2000,Black or African American,2054-5,Legal intervention involving firearm discharge,Y35.0,California,6,12,2516935,NaN,0.25,0.83,0.00%
2000,White,2106-3,Handgun discharge,W32,California,6,17,26748991,NaN,0.04,0.1,0.00%
2000,White,2106-3,Handgun discharge,W32,Missouri,29,11,4841938,NaN,0.11,0.41,0.00%
2000,White,2106-3,"Rifle, shotgun and larger firearm discharge",W33,Missouri,29,10,4841938,NaN,0.1,0.38,0.00%
2000,White,2106-3,"Rifle, shotgun and larger firearm discharge",W33,Ohio,39,10,9812402,NaN,0.05,0.19,0.00%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,Alabama,1,22,3218218,0.68,0.43,1.03,0.00%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,Arizona,4,11,4554233,NaN,0.12,0.43,0.00%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,California,6,29,26748991,0.11,0.07,0.16,0.01%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,Georgia,13,22,5572036,0.39,0.25,0.6,0.00%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,Indiana,18,15,5460032,NaN,0.15,0.45,0.00%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,Kentucky,21,20,3690141,0.54,0.33,0.84,0.00%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,Louisiana,22,12,2912011,NaN,0.21,0.72,0.00%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,New York,36,14,14263541,NaN,0.05,0.16,0.00%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,North Carolina,37,19,6037509,NaN,0.19,0.49,0.00%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,Ohio,39,19,9812402,NaN,0.12,0.3,0.00%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,Oklahoma,40,13,2803557,NaN,0.25,0.79,0.00%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,Pennsylvania,42,28,10725447,0.26,0.17,0.38,0.01%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,South Carolina,45,12,2754751,NaN,0.23,0.76,0.00%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,Tennessee,47,30,4657382,0.64,0.43,0.92,0.01%
2000,White,2106-3,Discharge from other and unspecified firearms,W34,Texas,48,40,17575478,0.23,0.16,0.31,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Alabama,1,66,3218218,2.05,1.59,2.61,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Alaska,2,24,460782,5.21,3.34,7.75,0.00%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Arizona,4,70,4554233,1.54,1.2,1.94,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Arkansas,5,20,2203157,0.91,0.55,1.4,0.00%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,California,6,722,26748991,2.7,2.5,2.9,0.14%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Colorado,8,91,3941906,2.31,1.86,2.83,0.02%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Florida,12,181,13132090,1.38,1.18,1.58,0.03%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Georgia,13,48,5572036,0.86,0.64,1.14,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Idaho,16,31,1250538,2.48,1.68,3.52,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Illinois,17,67,9981520,0.67,0.52,0.85,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Indiana,18,53,5460032,0.97,0.73,1.27,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Iowa,19,37,2805323,1.32,0.93,1.82,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Kansas,20,26,2437323,1.07,0.7,1.56,0.00%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Kentucky,21,44,3690141,1.19,0.87,1.6,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Maine,23,49,1247712,3.93,2.91,5.19,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Massachusetts,25,10,5642547,NaN,0.08,0.33,0.00%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Michigan,26,14,8205268,NaN,0.09,0.29,0.00%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Minnesota,27,12,4506574,NaN,0.14,0.47,0.00%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Mississippi,28,58,1770126,3.28,2.49,4.24,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Missouri,29,181,4841938,3.74,3.19,4.28,0.03%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Montana,30,14,832467,NaN,0.92,2.82,0.00%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Nevada,32,77,1705295,4.52,3.56,5.64,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,New Hampshire,33,11,1202862,NaN,0.46,1.64,0.00%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,New Jersey,34,13,6629830,NaN,0.1,0.34,0.00%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,New Mexico,35,109,1565780,6.96,5.65,8.27,0.02%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,North Carolina,37,16,6037509,NaN,0.15,0.43,0.00%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Ohio,39,62,9812402,0.63,0.48,0.81,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Oregon,41,183,3172360,5.77,4.93,6.6,0.04%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Pennsylvania,42,34,10725447,0.32,0.22,0.44,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,South Carolina,45,24,2754751,0.87,0.56,1.3,0.00%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,South Dakota,46,17,678523,NaN,1.46,4.01,0.00%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Tennessee,47,40,4657382,0.86,0.61,1.17,0.01%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Texas,48,139,17575478,0.79,0.66,0.92,0.03%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Utah,49,83,2117025,3.92,3.12,4.86,0.02%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Virginia,51,142,5324398,2.67,2.23,3.11,0.03%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Washington,53,237,5166838,4.59,4,5.17,0.05%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,West Virginia,54,15,1732909,NaN,0.48,1.43,0.00%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Wisconsin,55,132,4891131,2.7,2.24,3.16,0.03%
2000,White,2106-3,Intentional self-harm by handgun discharge,X72,Wyoming,56,16,473335,NaN,1.93,5.49,0.00%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Alabama,1,34,3218218,1.06,0.73,1.48,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Alaska,2,14,460782,NaN,1.66,5.1,0.00%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Arizona,4,31,4554233,0.68,0.46,0.97,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Arkansas,5,27,2203157,1.23,0.81,1.78,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,California,6,216,26748991,0.81,0.7,0.92,0.04%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Colorado,8,44,3941906,1.12,0.81,1.5,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Connecticut,9,11,2953244,NaN,0.19,0.67,0.00%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Delaware,10,10,605429,NaN,0.79,3.04,0.00%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Florida,12,123,13132090,0.94,0.77,1.1,0.02%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Georgia,13,46,5572036,0.83,0.6,1.1,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Idaho,16,15,1250538,NaN,0.67,1.98,0.00%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Illinois,17,62,9981520,0.62,0.48,0.8,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Indiana,18,50,5460032,0.92,0.68,1.21,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Iowa,19,60,2805323,2.14,1.63,2.75,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Kansas,20,27,2437323,1.11,0.73,1.61,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Kentucky,21,42,3690141,1.14,0.82,1.54,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Louisiana,22,29,2912011,1,0.67,1.43,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Maine,23,30,1247712,2.4,1.62,3.43,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Maryland,24,31,3522415,0.88,0.6,1.25,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Massachusetts,25,26,5642547,0.46,0.3,0.68,0.00%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Michigan,26,109,8205268,1.33,1.08,1.58,0.02%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Minnesota,27,48,4506574,1.07,0.79,1.41,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Mississippi,28,35,1770126,1.98,1.38,2.75,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Missouri,29,159,4841938,3.28,2.77,3.79,0.03%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Nebraska,31,23,1594895,1.44,0.91,2.16,0.00%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Nevada,32,25,1705295,1.47,0.95,2.16,0.00%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New Hampshire,33,16,1202862,NaN,0.76,2.16,0.00%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New Jersey,34,24,6629830,0.36,0.23,0.54,0.00%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New Mexico,35,42,1565780,2.68,1.93,3.63,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,New York,36,107,14263541,0.75,0.61,0.89,0.02%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,North Carolina,37,43,6037509,0.71,0.52,0.96,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,North Dakota,38,16,600226,NaN,1.52,4.33,0.00%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Ohio,39,70,9812402,0.71,0.56,0.9,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Oklahoma,40,32,2803557,1.14,0.78,1.61,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Oregon,41,70,3172360,2.21,1.72,2.79,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Pennsylvania,42,80,10725447,0.75,0.59,0.93,0.02%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Rhode Island,44,10,949046,NaN,0.51,1.94,0.00%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,South Carolina,45,39,2754751,1.42,1.01,1.94,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,South Dakota,46,27,678523,3.98,2.62,5.79,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Tennessee,47,49,4657382,1.05,0.78,1.39,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Texas,48,187,17575478,1.06,0.91,1.22,0.04%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Utah,49,48,2117025,2.27,1.67,3.01,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Vermont,50,10,595963,NaN,0.8,3.09,0.00%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Virginia,51,79,5324398,1.48,1.17,1.85,0.02%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Washington,53,85,5166838,1.65,1.31,2.03,0.02%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,West Virginia,54,27,1732909,1.56,1.03,2.27,0.01%
2000,White,2106-3,"Intentional self-harm by rifle, shotgun and larger firearm discharge",X73,Wisconsin,55,129,4891131,2.64,2.18,3.09,0.02%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Alabama,1,272,3218218,8.45,7.45,9.46,0.05%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Alaska,2,21,460782,4.56,2.82,6.97,0.00%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Arizona,4,359,4554233,7.88,7.07,8.7,0.07%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Arkansas,5,181,2203157,8.22,7.02,9.41,0.03%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,California,6,408,26748991,1.53,1.38,1.67,0.08%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Colorado,8,198,3941906,5.02,4.32,5.72,0.04%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Connecticut,9,92,2953244,3.12,2.51,3.82,0.02%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Delaware,10,29,605429,4.79,3.21,6.88,0.01%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Florida,12,799,13132090,6.08,5.66,6.51,0.15%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Georgia,13,395,5572036,7.09,6.39,7.79,0.08%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Hawaii,15,14,360274,NaN,2.12,6.52,0.00%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Idaho,16,56,1250538,4.48,3.38,5.82,0.01%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Illinois,17,244,9981520,2.44,2.14,2.75,0.05%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Indiana,18,280,5460032,5.13,4.53,5.73,0.05%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Iowa,19,57,2805323,2.03,1.54,2.63,0.01%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Kansas,20,126,2437323,5.17,4.27,6.07,0.02%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Kentucky,21,273,3690141,7.4,6.52,8.28,0.05%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Louisiana,22,245,2912011,8.41,7.36,9.47,0.05%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Maine,23,18,1247712,NaN,0.85,2.28,0.00%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Maryland,24,163,3522415,4.63,3.92,5.34,0.03%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Massachusetts,25,63,5642547,1.12,0.86,1.43,0.01%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Michigan,26,348,8205268,4.24,3.8,4.69,0.07%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Minnesota,27,151,4506574,3.35,2.82,3.89,0.03%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Mississippi,28,86,1770126,4.86,3.89,6,0.02%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Missouri,29,71,4841938,1.47,1.15,1.85,0.01%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Montana,30,87,832467,10.45,8.37,12.89,0.02%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Nebraska,31,86,1594895,5.39,4.31,6.66,0.02%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Nevada,32,127,1705295,7.45,6.15,8.74,0.02%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,New Hampshire,33,38,1202862,3.16,2.24,4.34,0.01%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,New Jersey,34,106,6629830,1.6,1.29,1.9,0.02%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,New Mexico,35,10,1565780,NaN,0.31,1.17,0.00%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,New York,36,298,14263541,2.09,1.85,2.33,0.06%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,North Carolina,37,484,6037509,8.02,7.3,8.73,0.09%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,North Dakota,38,11,600226,NaN,0.91,3.28,0.00%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Ohio,39,402,9812402,4.1,3.7,4.5,0.08%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Oklahoma,40,236,2803557,8.42,7.34,9.49,0.05%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Oregon,41,41,3172360,1.29,0.93,1.75,0.01%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Pennsylvania,42,595,10725447,5.55,5.1,5.99,0.11%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,South Carolina,45,202,2754751,7.33,6.32,8.34,0.04%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Tennessee,47,379,4657382,8.14,7.32,8.96,0.07%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Texas,48,857,17575478,4.88,4.55,5.2,0.16%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Utah,49,43,2117025,2.03,1.47,2.74,0.01%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Vermont,50,32,595963,5.37,3.67,7.58,0.01%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Virginia,51,205,5324398,3.85,3.32,4.38,0.04%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Washington,53,48,5166838,0.93,0.68,1.23,0.01%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,West Virginia,54,129,1732909,7.44,6.16,8.73,0.02%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Wisconsin,55,25,4891131,0.51,0.33,0.75,0.00%
2000,White,2106-3,Intentional self-harm by other and unspecified firearm discharge,X74,Wyoming,56,25,473335,5.28,3.42,7.8,0.00%
2000,White,2106-3,Assault by handgun discharge,X93,Arkansas,5,18,2203157,NaN,0.48,1.29,0.00%
2000,White,2106-3,Assault by handgun discharge,X93,California,6,161,26748991,0.6,0.51,0.69,0.03%
2000,White,2106-3,Assault by handgun discharge,X93,Florida,12,28,13132090,0.21,0.14,0.31,0.01%
2000,White,2106-3,Assault by handgun discharge,X93,Illinois,17,18,9981520,NaN,0.11,0.29,0.00%
2000,White,2106-3,Assault by handgun discharge,X93,Mississippi,28,13,1770126,NaN,0.39,1.26,0.00%
2000,White,2106-3,Assault by handgun discharge,X93,Missouri,29,31,4841938,0.64,0.44,0.91,0.01%
2000,White,2106-3,Assault by handgun discharge,X93,New Mexico,35,31,1565780,1.98,1.35,2.81,0.01%
2000,White,2106-3,Assault by handgun discharge,X93,Oregon,41,18,3172360,NaN,0.34,0.9,0.00%
2000,White,2106-3,Assault by handgun discharge,X93,Tennessee,47,14,4657382,NaN,0.16,0.5,0.00%
2000,White,2106-3,Assault by handgun discharge,X93,Texas,48,26,17575478,0.15,0.1,0.22,0.00%
2000,White,2106-3,Assault by handgun discharge,X93,Virginia,51,35,5324398,0.66,0.46,0.91,0.01%
2000,White,2106-3,Assault by handgun discharge,X93,Washington,53,27,5166838,0.52,0.34,0.76,0.01%
2000,White,2106-3,Assault by handgun discharge,X93,Wisconsin,55,27,4891131,0.55,0.36,0.8,0.01%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Alabama,1,13,3218218,NaN,0.22,0.69,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Arizona,4,12,4554233,NaN,0.14,0.46,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,California,6,48,26748991,0.18,0.13,0.24,0.01%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Florida,12,14,13132090,NaN,0.06,0.18,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Georgia,13,12,5572036,NaN,0.11,0.38,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Kentucky,21,16,3690141,NaN,0.25,0.7,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Michigan,26,10,8205268,NaN,0.06,0.22,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Missouri,29,23,4841938,0.48,0.3,0.71,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,New Mexico,35,10,1565780,NaN,0.31,1.17,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,New York,36,17,14263541,NaN,0.07,0.19,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,North Carolina,37,15,6037509,NaN,0.14,0.41,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Ohio,39,10,9812402,NaN,0.05,0.19,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Oklahoma,40,11,2803557,NaN,0.2,0.7,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Tennessee,47,17,4657382,NaN,0.21,0.58,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Texas,48,48,17575478,0.27,0.2,0.36,0.01%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Virginia,51,13,5324398,NaN,0.13,0.42,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Washington,53,14,5166838,NaN,0.15,0.45,0.00%
2000,White,2106-3,"Assault by rifle, shotgun and larger firearm discharge",X94,Wisconsin,55,11,4891131,NaN,0.11,0.4,0.00%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Alabama,1,69,3218218,2.14,1.67,2.71,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Alaska,2,12,460782,NaN,1.35,4.55,0.00%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Arizona,4,204,4554233,4.48,3.86,5.09,0.04%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Arkansas,5,39,2203157,1.77,1.26,2.42,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,California,6,690,26748991,2.58,2.39,2.77,0.13%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Colorado,8,48,3941906,1.22,0.9,1.61,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Connecticut,9,20,2953244,0.68,0.41,1.05,0.00%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Florida,12,182,13132090,1.39,1.18,1.59,0.03%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Georgia,13,140,5572036,2.51,2.1,2.93,0.03%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Idaho,16,11,1250538,NaN,0.44,1.57,0.00%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Illinois,17,199,9981520,1.99,1.72,2.27,0.04%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Indiana,18,67,5460032,1.23,0.95,1.56,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Iowa,19,10,2805323,NaN,0.17,0.66,0.00%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Kansas,20,44,2437323,1.81,1.31,2.42,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Kentucky,21,63,3690141,1.71,1.31,2.18,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Louisiana,22,69,2912011,2.37,1.84,3,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Maryland,24,38,3522415,1.08,0.76,1.48,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Massachusetts,25,28,5642547,0.5,0.33,0.72,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Michigan,26,105,8205268,1.28,1.03,1.52,0.02%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Minnesota,27,36,4506574,0.8,0.56,1.11,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Mississippi,28,38,1770126,2.15,1.52,2.95,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Missouri,29,41,4841938,0.85,0.61,1.15,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Nebraska,31,24,1594895,1.5,0.96,2.24,0.00%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Nevada,32,42,1705295,2.46,1.78,3.33,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,New Jersey,34,41,6629830,0.62,0.44,0.84,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,New Mexico,35,48,1565780,3.07,2.26,4.06,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,New York,36,199,14263541,1.4,1.2,1.59,0.04%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,North Carolina,37,161,6037509,2.67,2.25,3.08,0.03%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Ohio,39,89,9812402,0.91,0.73,1.12,0.02%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Oklahoma,40,70,2803557,2.5,1.95,3.15,0.01%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Oregon,41,25,3172360,0.79,0.51,1.16,0.00%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Pennsylvania,42,124,10725447,1.16,0.95,1.36,0.02%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,Rhode Island,44,17,949046,NaN,1.04,2.87,0.00%
2000,White,2106-3,Assault by other and unspecified firearm discharge,X95,South Carolina,45,57,2754751,2.07,1.57,2.68,0.01%
